epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1626.88,0.56989,0.38373,0.85935,0.97778,0.96573,0.9852,0.87281,0.53916,0.35734,0.83403,0.000270316,0.000270316,0.000270316
43,1665.96,0.56805,0.38024,0.85692,0.98461,0.97393,0.98983,0.88796,0.51379,0.32282,0.82846,0.000265811,0.000265811,0.000265811
44,1705.43,0.55266,0.37048,0.84964,0.98343,0.97966,0.98917,0.88884,0.50055,0.31605,0.82759,0.000261307,0.000261307,0.000261307
45,1744.7,0.55524,0.37067,0.85109,0.98465,0.97978,0.98919,0.89293,0.49999,0.30954,0.8271,0.000256802,0.000256802,0.000256802
46,1783.98,0.55016,0.36461,0.85009,0.97508,0.97928,0.9877,0.88058,0.52386,0.32607,0.82974,0.000252298,0.000252298,0.000252298
47,1823.07,0.54954,0.362,0.8506,0.97476,0.972,0.98729,0.88209,0.51987,0.33091,0.83066,0.000247793,0.000247793,0.000247793
48,1862.22,0.54754,0.36103,0.85258,0.98316,0.98151,0.98911,0.88661,0.50767,0.31505,0.82657,0.000243289,0.000243289,0.000243289
49,1901.37,0.54961,0.3652,0.85336,0.98384,0.98241,0.98876,0.87869,0.54113,0.32192,0.83498,0.000238784,0.000238784,0.000238784
50,1940.46,0.56202,0.36937,0.85491,0.98736,0.97771,0.99059,0.89439,0.49936,0.30155,0.8268,0.00023428,0.00023428,0.00023428
51,1979.82,0.54554,0.35237,0.84853,0.98803,0.97721,0.98986,0.894,0.50319,0.30496,0.82836,0.000229775,0.000229775,0.000229775
52,2018.9,0.54925,0.36145,0.8543,0.97553,0.97671,0.98896,0.88391,0.51005,0.31845,0.8298,0.00022527,0.00022527,0.00022527
53,2057.9,0.54274,0.35221,0.8503,0.98403,0.98086,0.99051,0.89142,0.50249,0.307,0.82514,0.000220766,0.000220766,0.000220766
54,2097.01,0.53276,0.35026,0.84812,0.97816,0.97629,0.98877,0.89504,0.4996,0.31356,0.82597,0.000216261,0.000216261,0.000216261
55,2136.28,0.53206,0.34932,0.84673,0.98751,0.98144,0.99006,0.89385,0.49069,0.30427,0.82463,0.000211757,0.000211757,0.000211757
56,2175.41,0.53033,0.35004,0.84643,0.98456,0.98093,0.98966,0.8945,0.49277,0.29955,0.82492,0.000207252,0.000207252,0.000207252
57,2214.5,0.5232,0.33686,0.8435,0.98448,0.98215,0.99038,0.89527,0.49535,0.29693,0.8245,0.000202748,0.000202748,0.000202748
58,2253.82,0.54031,0.34885,0.85283,0.98445,0.9804,0.98862,0.89453,0.49926,0.30821,0.82443,0.000198244,0.000198244,0.000198244
59,2292.93,0.51818,0.33482,0.84168,0.98608,0.97705,0.9896,0.89754,0.49093,0.30526,0.8242,0.000193739,0.000193739,0.000193739
60,2332.15,0.52084,0.33413,0.84616,0.9885,0.98111,0.99029,0.89543,0.49622,0.29953,0.82354,0.000189235,0.000189235,0.000189235
